"","weights"
"1",0.834966015838802
"2",0
"3",0
"4",0
"5",0
"6",0
"7",0
"8",0.666215756030187
"9",0.205421958677422
"10",4.77465040140981e-320
"11",4.77465040140981e-320
"12",4.77465040140981e-320
"13",4.77465040140981e-320
"14",4.77465040140981e-320
"15",4.04646844851948
"16",0.740492708476007
"17",2.2965077469362
"18",2.2965077469362
"19",3.07798779392358e-247
"20",3.07798779392358e-247
"21",3.07798779392358e-247
"22",3.07798779392358e-247
"23",3.07798779392358e-247
"24",1.63208376703236e-250
"25",1.63208376703236e-250
"26",1.63208376703236e-250
"27",1.63208376703236e-250
"28",0
"29",0
"30",0
"31",0.27981023335487
"32",0.0662758669694694
"33",4.09042852816738e-250
"34",4.09042852816738e-250
"35",4.09042852816738e-250
"36",4.09042852816738e-250
"37",4.59927565382058
"38",4.59927565382058
"39",0.0140934701775067
"40",1.95007548041773e-125
"41",1.95007548041773e-125
"42",7.06764199369395e-249
"43",7.06764199369395e-249
"44",7.06764199369395e-249
"45",7.06764199369395e-249
"46",0.0533321653649098
"47",0
"48",0
"49",0
"50",0
"51",0
"52",0
"53",1.94332915762002e-125
"54",1.94332915762002e-125
"55",0.074731453741996
"56",4.77465040140981e-320
"57",4.77465040140981e-320
"58",4.77465040140981e-320
"59",4.77465040140981e-320
"60",4.77465040140981e-320
"61",5.5434531881122e-126
"62",5.5434531881122e-126
"63",3.31929548574796e-125
"64",3.31929548574796e-125
"65",3.31929548574796e-125
"66",3.31929548574796e-125
"67",3.31929548574796e-125
"68",3.58098780105735e-320
"69",3.58098780105735e-320
"70",3.58098780105735e-320
"71",3.58098780105735e-320
"72",0.693358801321497
"73",0.209593840082157
"74",1.22567173592546
"75",1.22567173592546
"76",1.00974309594979e-124
"77",1.00974309594979e-124
"78",0.205421958677422
"79",3.21834361700988e-320
"80",3.21834361700988e-320
"81",3.21834361700988e-320
"82",3.21834361700988e-320
"83",3.26809271147099
"84",3.26809271147099
"85",2.67254998977298
"86",2.67254998977298
"87",0.00284537551859732
"88",0.310075779688588
"89",6.04786077881838e-252
"90",6.04786077881838e-252
"91",6.04786077881838e-252
"92",0.246829663382657
"93",4.77465040140981e-320
"94",4.77465040140981e-320
"95",4.77465040140981e-320
"96",4.77465040140981e-320
"97",0.00694577130346651
"98",0.0351225776979103
"99",0.0529956723676662
"100",0.00375116828309605
"101",5.72261085920528e-127
"102",5.72261085920528e-127
"103",0.798512727166605
"104",0.171497702060742
"105",1.03088275573337
"106",0.53820659725901
"107",0.53820659725901
"108",0.00636515170506772
"109",2.60335957909278
"110",2.60335957909278
