2400300000331,4
2400300000332,12
2400300000333,27
2400300000334,8
2400300000335,14
2400300000336,38
2400300000337,12
2400300000338,31
2400300000339,14
2400300000340,19
2400300000341,11
2400300000342,17
2400300000343,14
2400300000344,10
2400300000345,15
2400300000346,16
2400300000347,32
2400300000348,33
2400300000349,37
2400300000350,32
2400300000351,21
2400300000352,15
2400300000353,7
2400300000354,143
2400300000355,23
2400300000356,16
2400300000357,8
2400300000358,20
2400300000359,13
2400300000360,27
2400300000361,27
2400300000362,11
2400300000363,7
2400300000364,22
2400300000365,11
2400300000366,7
2400300000367,11
2400300000368,8
2400300000369,11
2400300000370,15
2400300000371,12
2400300000372,8
2400300000373,23
2400300000374,16
2400300000375,9
2400300000376,57
2400300000377,10
2400300000378,16
2400300000379,12
2400300000380,190
2400300000381,22
2400300000382,57
2400300000383,119
2400300000384,13
2400300000385,11
2400300000386,30
2400300000387,18
2400300000388,26
2400300000389,16
2400300000390,10
2400300000391,26
2400300000392,9
2400300000393,9
2400300000394,10
2400300000395,18
2400300000396,60
2400300000397,28
2400300000398,59
2400300000399,25
2400300000400,28
2400300000401,28
2400300000402,44
2400300000403,16
2400300000404,22
2400300000405,18
2400300000406,42
2400300000407,34
2400300000408,22
2400300000409,27
2400300000410,54
2400300000411,44
2400300000412,7
2400300000413,12
2400300000414,7
2400300000415,19
2400300000416,4
2400300000417,24
2400300000418,7
2400300000419,10
2400300000420,24
2400300000421,40
2400300000422,18
2400300000423,30
2400300000424,41
2400300000425,28
2400300000426,31
2400300000427,31
2400300000428,15
2400300000429,42
2400300000430,64
2400300000431,17
2400300000432,28
2400300000433,19
2400300000434,22
2400300000435,35
2400300000436,16
2400300000437,22
2400300000438,18
2400300000439,24
2400300000440,16
2400300000441,28
2400300000442,53
2400300000443,16
2400300000444,31
2400300000445,44
2400300000446,184
2400300000447,17
2400300000448,10
2400300000449,20
2400300000450,70
2400300000451,10
2400300000452,16
2400300000453,21
2400300000454,23
2400300000455,187
2400300000456,43
2400300000457,58
2400300000458,208
2400300000459,26
2400300000460,83
2400300000461,1103
2400300000462,9
2400300000463,28
2400300000464,65
2400300000465,22
2400300000466,31
2400300000467,38
2400300000468,46
2400300000469,198
2400300000470,399
2400300000471,14
2400300000472,40
2400300000473,14
2400300000474,12
2400300000475,15
2400300000476,16
2400300000477,6
2400300000478,91
2400300000479,89
2400300000480,73
2400300000481,71
2400300000482,71
2400300000483,13
2400300000484,29
2400300000485,16
2400300000486,25
2400300000487,16
2400300000488,12
2400300000489,180
2400300000490,75
2400300000491,22
2400300000492,24
2400300000493,12
2400300000494,16
2400300000495,13
2400300000496,15
2400300000497,9
2400300000498,34
2400300000499,24
2400300000500,16
2400300000501,19
2400300000502,218
2400300000503,79
2400300000504,261
2400300000505,181
2400300000506,51
2400300000507,102
2400300000508,55
2400300000509,65
2400300000510,28
2400300000511,4
2400300000512,51
2400300000513,6
2400300000514,93
2400300000515,74
2400300000516,116
2400300000517,150
2400300000518,6
2400300000519,10
2400300000520,34
2400300000521,45
2400300000522,38
2400300000523,109
2400300000524,53
2400300000525,16
2400300000526,34
2400300000527,22
2400300000528,75
2400300000529,29
2400300000530,22
2400300000531,48
2400300000532,21
2400300000533,291
2400300000534,318
2400300000535,314
2400300000536,35
2400300000537,10
2400300000538,8
2400300000539,8
2400300000540,14
2400300000541,8
2400300000542,6
2400300000543,3
2400300000544,6
2400300000545,27
2400300000546,27
2400300000547,11
2400300000548,52
2400300000549,7
2400300000550,7
2400300000551,9
2400300000552,14
2400300000553,28
2400300000554,24
2400300000555,48
2400300000556,5
2400300000557,36
2400300000558,71
2400300000559,168
2400300000560,265
2400300000561,54
2400300000562,37
2400300000563,28
2400300000564,19
2400300000565,24
2400300000566,99
2400300000567,28
2400300000568,290
2400300000569,193
2400300000570,79
2400300000571,137
2400300000572,424
2400300000573,243
2400300000574,388
2400300000575,280
2400300000576,75
2400300000577,205
2400300000578,278
2400300000579,173
2400300000580,811
2400300000581,295
2400300000582,362
2400300000583,185
2400300000584,132
2400300000585,248
2400300000586,185
2400500000587,400
2400500000588,203
2400500000589,428
2400500000590,496
2400500000591,347
2400500000592,197
2400500000593,230
2400500000594,313
2400500000595,729
2400500000596,592
2400500000597,263
2400500000598,418
2400500000599,162
2400500000600,93
2400500000601,122
2400500000602,74
2400500000603,86
2400500000604,211
2400500000605,253
2400500000606,242
2400500000607,306
2400500000608,328
2400500000609,143
2400500000610,123
2400500000611,89
